,name,distance,latitude,longitude,api,query
17387,Boxcar Social,257,43.640132,-79.380464,foursquare,restaurant
17388,E11Even,266,43.640132,-79.380464,foursquare,restaurant
17389,Evviva Breakfast Restaurant,289,43.640132,-79.380464,foursquare,restaurant
17390,Pie Bar,217,43.640132,-79.380464,foursquare,restaurant
17391,IQ Food Co,328,43.640132,-79.380464,foursquare,restaurant
17392,Subway,244,43.640132,-79.380464,foursquare,restaurant
17393,Kellys Landing,13,43.6451635,-79.3831757,foursquare,restaurant
17394,Jack Astor's,55,43.6451635,-79.3831757,foursquare,restaurant
17395,Scaddabush Italian Kitchen & Bar,181,43.6451635,-79.3831757,foursquare,restaurant
17396,McCafé,182,43.6451635,-79.3831757,foursquare,restaurant
17397,Uncle Tetsu's Japanese Cheesecake,170,43.6451635,-79.3831757,foursquare,restaurant
17398,SOCO Kitchen + Bar,245,43.6451635,-79.3831757,foursquare,restaurant
17399,IQ Food Co,271,43.6451635,-79.3831757,foursquare,restaurant
17400,Canoe Restaurant & Bar,294,43.6451635,-79.3831757,foursquare,restaurant
17401,Taverna Mercatto,282,43.6451635,-79.3831757,foursquare,restaurant
17402,Sam James Coffee Bar,316,43.6451635,-79.3831757,foursquare,restaurant
17403,Creme de la Creme Cafe,60,43.64817,-79.51039200000001,foursquare,restaurant
17404,ViBo Restaurant,87,43.64817,-79.51039200000001,foursquare,restaurant
17405,Merlot Restaurant,53,43.64817,-79.51039200000001,foursquare,restaurant
17406,Magic Spot Grill,107,43.64817,-79.51039200000001,foursquare,restaurant
17407,La Veranda Osteria,103,43.64817,-79.51039200000001,foursquare,restaurant
17408,Momiji Sushi Bar,153,43.64817,-79.51039200000001,foursquare,restaurant
17409,Kingsway Fish and Chips,263,43.64817,-79.51039200000001,foursquare,restaurant
17410,Azarias,253,43.64817,-79.51039200000001,foursquare,restaurant
17411,The Monk's Kettle,311,43.64817,-79.51039200000001,foursquare,restaurant
17412,Bonimi,872,43.64817,-79.51039200000001,foursquare,restaurant
17413,Cafe Neon,251,43.661324,-79.449534,foursquare,restaurant
17414,Propeller Coffee Co,412,43.661324,-79.449534,foursquare,restaurant
17415,Donna’s,421,43.661324,-79.449534,foursquare,restaurant
17416,Cantanhede O Bairradino,414,43.661324,-79.449534,foursquare,restaurant
17417,Cafe Con Leche,538,43.661324,-79.449534,foursquare,restaurant
17418,Mattachioni,591,43.661324,-79.449534,foursquare,restaurant
17419,Thai Lime,517,43.661324,-79.449534,foursquare,restaurant
17420,Piri-Piri,547,43.661324,-79.449534,foursquare,restaurant
17421,TuckShop Kitchen,641,43.661324,-79.449534,foursquare,restaurant
17422,Baguette & Co,628,43.661324,-79.449534,foursquare,restaurant
17423,Como En Casa,102,43.66496415990742,-79.38355031526893,foursquare,restaurant
17424,T-Swirl Crepe,174,43.66496415990742,-79.38355031526893,foursquare,restaurant
17425,Burrito Bandidos,224,43.66496415990742,-79.38355031526893,foursquare,restaurant
17426,Storm Crow Manor,261,43.66496415990742,-79.38355031526893,foursquare,restaurant
17427,Sansotei Ramen,244,43.66496415990742,-79.38355031526893,foursquare,restaurant
17428,North of Brooklyn Pizzeria,263,43.66496415990742,-79.38355031526893,foursquare,restaurant
17429,Tokyo Sushi House,293,43.66496415990742,-79.38355031526893,foursquare,restaurant
17430,Hair of the Dog,392,43.66496415990742,-79.38355031526893,foursquare,restaurant
17431,Church Street Espresso,393,43.66496415990742,-79.38355031526893,foursquare,restaurant
17432,Nando's Peri-Peri,425,43.66496415990742,-79.38355031526893,foursquare,restaurant
17433,Kinka Izakaya,66,43.640741,-79.3798521,foursquare,restaurant
17434,Miku,199,43.640741,-79.3798521,foursquare,restaurant
17435,E11Even,226,43.640741,-79.3798521,foursquare,restaurant
17436,Harbour Sixty Steakhouse,224,43.640741,-79.3798521,foursquare,restaurant
17437,IQ Food Co,295,43.640741,-79.3798521,foursquare,restaurant
17438,Pearl Harbourfront Restaurant,294,43.640741,-79.3798521,foursquare,restaurant
17439,Evviva Breakfast Restaurant,304,43.640741,-79.3798521,foursquare,restaurant
17440,Joe Bird,284,43.640741,-79.3798521,foursquare,restaurant
17441,Boxcar Social,341,43.640741,-79.3798521,foursquare,restaurant
17442,Aroma Espresso Bar,359,43.640741,-79.3798521,foursquare,restaurant
17443,Chew Chew's Diner,88,43.663102,-79.373181,foursquare,restaurant
17444,Zakkushi,209,43.663102,-79.373181,foursquare,restaurant
17445,Golden Greek,352,43.663102,-79.373181,foursquare,restaurant
17446,House on Parliament,432,43.663102,-79.373181,foursquare,restaurant
17447,The Blake House,376,43.663102,-79.373181,foursquare,restaurant
17448,Mr Jerk,469,43.663102,-79.373181,foursquare,restaurant
17449,The Epicure Shop,443,43.663102,-79.373181,foursquare,restaurant
17450,Thai Room - Carlton,418,43.663102,-79.373181,foursquare,restaurant
17451,Kibo Sushi House,457,43.663102,-79.373181,foursquare,restaurant
17452,Kinka Izakaya,536,43.663102,-79.373181,foursquare,restaurant
17453,Parisco Cafe,664,43.6322445,-79.4108105,foursquare,restaurant
17454,Ono Poke Bar,873,43.6322445,-79.4108105,foursquare,restaurant
17455,Local Liberty Village,963,43.6322445,-79.4108105,foursquare,restaurant
17456,Koh Lipe Thai Kitchen,348,43.655103000000004,-79.38929499999999,foursquare,restaurant
17457,Red Lobster,476,43.655103000000004,-79.38929499999999,foursquare,restaurant
17458,Green Box,521,43.655103000000004,-79.38929499999999,foursquare,restaurant
17459,The Queen and Beaver Public House,533,43.655103000000004,-79.38929499999999,foursquare,restaurant
17460,Ikkousha Ramen,535,43.655103000000004,-79.38929499999999,foursquare,restaurant
17461,Queen Mother Cafe,522,43.655103000000004,-79.38929499999999,foursquare,restaurant
17462,Dim Sum King,522,43.655103000000004,-79.38929499999999,foursquare,restaurant
17463,JaBistro,609,43.655103000000004,-79.38929499999999,foursquare,restaurant
17464,Marvelous by Fred,555,43.655103000000004,-79.38929499999999,foursquare,restaurant
17465,Eggspectation Bell Trinity Square,627,43.655103000000004,-79.38929499999999,foursquare,restaurant
17466,La Carnita,76,43.656388888888905,-79.40916666666669,foursquare,restaurant
17467,Bar Raval,94,43.656388888888905,-79.40916666666669,foursquare,restaurant
17468,Ramen Isshin,179,43.656388888888905,-79.40916666666669,foursquare,restaurant
17469,Manic Coffee,174,43.656388888888905,-79.40916666666669,foursquare,restaurant
17470,Voodoo Child,304,43.656388888888905,-79.40916666666669,foursquare,restaurant
17471,Duff's Famous Wings,258,43.656388888888905,-79.40916666666669,foursquare,restaurant
17472,Pinky's Ca Phe,390,43.656388888888905,-79.40916666666669,foursquare,restaurant
17473,The Hogtown Vegan,318,43.656388888888905,-79.40916666666669,foursquare,restaurant
17474,Trattoria Taverniti,375,43.656388888888905,-79.40916666666669,foursquare,restaurant
17475,California Sandwiches,486,43.656388888888905,-79.40916666666669,foursquare,restaurant
17476,Sunnyside Pavilion Cafe,147,43.637894,-79.454823,foursquare,restaurant
17477,Second Cup,346,43.637894,-79.454823,foursquare,restaurant
17478,Easy Restaurant,727,43.637894,-79.454823,foursquare,restaurant
17479,The Simple Kitchen,727,43.637894,-79.454823,foursquare,restaurant
17480,Benna's Fine Food,811,43.637894,-79.454823,foursquare,restaurant
17481,Burrito Boyz,713,43.637894,-79.454823,foursquare,restaurant
17482,"Paddler, Thai Boat Noodles",784,43.637894,-79.454823,foursquare,restaurant
17483,Cafe Polonez,949,43.637894,-79.454823,foursquare,restaurant
17484,Kami Sushi,862,43.637894,-79.454823,foursquare,restaurant
17485,Amico's Pizza,958,43.637894,-79.454823,foursquare,restaurant
17486,Hannah's Cafe and Bistro,286,43.65250770000001,-79.4654233,foursquare,restaurant
17487,Black Oaks Cafe,149,43.65250770000001,-79.4654233,foursquare,restaurant
17488,Aztec's Mine,258,43.65250770000001,-79.4654233,foursquare,restaurant
17489,Lunch Box,514,43.65250770000001,-79.4654233,foursquare,restaurant
17490,Sushi Place,563,43.65250770000001,-79.4654233,foursquare,restaurant
17491,Subway,553,43.65250770000001,-79.4654233,foursquare,restaurant
17492,Osaka Sushi Japanese Restaurant,867,43.65250770000001,-79.4654233,foursquare,restaurant
17493,Pizza Pizza,534,43.65250770000001,-79.4654233,foursquare,restaurant
17494,Cobs Bread,831,43.65250770000001,-79.4654233,foursquare,restaurant
17495,Bread & Roses Bakery Cafe,914,43.65250770000001,-79.4654233,foursquare,restaurant
17496,Hannah's Cafe and Bistro,202,43.653526899999996,-79.46505690000001,foursquare,restaurant
17497,Aztec's Mine,291,43.653526899999996,-79.46505690000001,foursquare,restaurant
17498,Black Oaks Cafe,258,43.653526899999996,-79.46505690000001,foursquare,restaurant
17499,Lunch Box,443,43.653526899999996,-79.46505690000001,foursquare,restaurant
17500,Sushi Place,490,43.653526899999996,-79.46505690000001,foursquare,restaurant
17501,Subway,485,43.653526899999996,-79.46505690000001,foursquare,restaurant
17502,Pizza Pizza,462,43.653526899999996,-79.46505690000001,foursquare,restaurant
17503,Osaka Sushi Japanese Restaurant,799,43.653526899999996,-79.46505690000001,foursquare,restaurant
17504,Bread & Roses Bakery Cafe,968,43.653526899999996,-79.46505690000001,foursquare,restaurant
17505,Cobs Bread,884,43.653526899999996,-79.46505690000001,foursquare,restaurant
17506,El Catrin Destileria,235,43.652685999999996,-79.358395,foursquare,restaurant
17507,Cluny Bistro,239,43.652685999999996,-79.358395,foursquare,restaurant
17508,Brick Street Bakery,252,43.652685999999996,-79.358395,foursquare,restaurant
17509,Souk Tabule,343,43.652685999999996,-79.358395,foursquare,restaurant
17510,Impact Kitchen,424,43.652685999999996,-79.358395,foursquare,restaurant
17511,Sukhothai,336,43.652685999999996,-79.358395,foursquare,restaurant
17512,Vivo Pizza + Pasta,227,43.652685999999996,-79.358395,foursquare,restaurant
17513,Copper Branch,251,43.652685999999996,-79.358395,foursquare,restaurant
17514,Berkeley's Bistro,535,43.652685999999996,-79.358395,foursquare,restaurant
17515,Bar Burrito,261,43.652685999999996,-79.358395,foursquare,restaurant
17516,Storm Crow Manor,35,43.666850777484896,-79.38114574756838,foursquare,restaurant
17517,Church Street Espresso,170,43.666850777484896,-79.38114574756838,foursquare,restaurant
17518,The Keg Steakhouse & Bar,228,43.666850777484896,-79.38114574756838,foursquare,restaurant
17519,North of Brooklyn Pizzeria,281,43.666850777484896,-79.38114574756838,foursquare,restaurant
17520,Sansotei Ramen,338,43.666850777484896,-79.38114574756838,foursquare,restaurant
17521,Como En Casa,348,43.666850777484896,-79.38114574756838,foursquare,restaurant
17522,Tokyo Kitchen,387,43.666850777484896,-79.38114574756838,foursquare,restaurant
17523,Constantine,395,43.666850777484896,-79.38114574756838,foursquare,restaurant
17524,T-Swirl Crepe,447,43.666850777484896,-79.38114574756838,foursquare,restaurant
17525,Hair of the Dog,462,43.666850777484896,-79.38114574756838,foursquare,restaurant
17526,Impact Kitchen,545,43.661152,-79.35850500000001,foursquare,restaurant
17527,Blackbird Baking Co,572,43.661152,-79.35850500000001,foursquare,restaurant
17528,White Lily Diner,657,43.661152,-79.35850500000001,foursquare,restaurant
17529,Lady Marmalade,606,43.661152,-79.35850500000001,foursquare,restaurant
17530,St John's Bakery,673,43.661152,-79.35850500000001,foursquare,restaurant
17531,Hanoi 3 Seasons,709,43.661152,-79.35850500000001,foursquare,restaurant
17532,Tung Hing Bakery Company Ltd,656,43.661152,-79.35850500000001,foursquare,restaurant
17533,Pho House,760,43.661152,-79.35850500000001,foursquare,restaurant
17534,House on Parliament,801,43.661152,-79.35850500000001,foursquare,restaurant
17535,Figs Breakfast & Lunch,776,43.661152,-79.35850500000001,foursquare,restaurant
17536,Impact Kitchen,336,43.659296000000005,-79.358035,foursquare,restaurant
17537,Blackbird Baking Co,449,43.659296000000005,-79.358035,foursquare,restaurant
17538,White Lily Diner,563,43.659296000000005,-79.358035,foursquare,restaurant
17539,St John's Bakery,639,43.659296000000005,-79.358035,foursquare,restaurant
17540,Souk Tabule,681,43.659296000000005,-79.358035,foursquare,restaurant
17541,Figs Breakfast & Lunch,657,43.659296000000005,-79.358035,foursquare,restaurant
17542,Prohibition Gastrohouse,622,43.659296000000005,-79.358035,foursquare,restaurant
17543,Lady Marmalade,681,43.659296000000005,-79.358035,foursquare,restaurant
17544,Sukhothai,685,43.659296000000005,-79.358035,foursquare,restaurant
17545,La Carnita,858,43.659296000000005,-79.358035,foursquare,restaurant
17546,Fresh on Bloor,73,43.667158,-79.402761,foursquare,restaurant
17547,Gyubee,176,43.667158,-79.402761,foursquare,restaurant
17548,Cobs Bread,285,43.667158,-79.402761,foursquare,restaurant
17549,Bar Mercurio,197,43.667158,-79.402761,foursquare,restaurant
17550,L'Espresso Bar Mercurio,290,43.667158,-79.402761,foursquare,restaurant
17551,Famoso Neapolitan Pizzeria - Annex,323,43.667158,-79.402761,foursquare,restaurant
17552,Innis Cafe,313,43.667158,-79.402761,foursquare,restaurant
17553,Piano Piano,467,43.667158,-79.402761,foursquare,restaurant
17554,Yasu,481,43.667158,-79.402761,foursquare,restaurant
17555,Rasa,498,43.667158,-79.402761,foursquare,restaurant
17556,Sedaghat Restaurant,52,43.69362206784152,-79.27710529695892,foursquare,restaurant
17557,Harvey's,140,43.69362206784152,-79.27710529695892,foursquare,restaurant
17558,Jatujak,808,43.69362206784152,-79.27710529695892,foursquare,restaurant
17559,Dhaka Biryani House,466,43.69362206784152,-79.27710529695892,foursquare,restaurant
17560,Addis Cafe & Donut,548,43.69362206784152,-79.27710529695892,foursquare,restaurant
17561,Pizzeria Rustico,805,43.69362206784152,-79.27710529695892,foursquare,restaurant
17562,Spice Mediterranean Fusion,873,43.69362206784152,-79.27710529695892,foursquare,restaurant
17563,Il Cucina,934,43.69362206784152,-79.27710529695892,foursquare,restaurant
17564,Little Caesars Pizza,994,43.69362206784152,-79.27710529695892,foursquare,restaurant
17565,Kelseys Original Roadhouse,1001,43.69362206784152,-79.27710529695892,foursquare,restaurant
17566,Pizza Pizza,858,43.72704086366749,-79.24391402446744,foursquare,restaurant
17567,Royal Congee Chinese Cuisine,785,43.72704086366749,-79.24391402446744,foursquare,restaurant
17568,McDonald's,813,43.72704086366749,-79.24391402446744,foursquare,restaurant
17569,Big Boys Burgers,848,43.72704086366749,-79.24391402446744,foursquare,restaurant
17570,One Jerk,865,43.72704086366749,-79.24391402446744,foursquare,restaurant
17571,Double Double Pizza & Chicken,873,43.72704086366749,-79.24391402446744,foursquare,restaurant
17572,Wild Wing,879,43.72704086366749,-79.24391402446744,foursquare,restaurant
17573,The Family Thai,893,43.72704086366749,-79.24391402446744,foursquare,restaurant
17574,Seraphia Inspired Cuisine,904,43.72704086366749,-79.24391402446744,foursquare,restaurant
17575,Ghareeb Nawaz Restaurant,953,43.72704086366749,-79.24391402446744,foursquare,restaurant
17576,Loga's Corner,347,43.63735795888103,-79.4361797588608,foursquare,restaurant
17577,Mother India,373,43.63735795888103,-79.4361797588608,foursquare,restaurant
17578,Skyline Restaurant,409,43.63735795888103,-79.4361797588608,foursquare,restaurant
17579,Food & Liquor,517,43.63735795888103,-79.4361797588608,foursquare,restaurant
17580,Shangrila,502,43.63735795888103,-79.4361797588608,foursquare,restaurant
17581,Craig's Cookies,574,43.63735795888103,-79.4361797588608,foursquare,restaurant
17582,Amico's Pizza,599,43.63735795888103,-79.4361797588608,foursquare,restaurant
17583,Easy Restaurant,791,43.63735795888103,-79.4361797588608,foursquare,restaurant
17584,SCHOOL Restaurant,956,43.63735795888103,-79.4361797588608,foursquare,restaurant
17585,Rooms Coffee | Bather,1011,43.63735795888103,-79.4361797588608,foursquare,restaurant
17586,Popeye's Louisiana Kitchen,314,43.735967192242526,-79.21995221481933,foursquare,restaurant
17587,Vi Pei Bistro,253,43.735967192242526,-79.21995221481933,foursquare,restaurant
17588,Halibut House Fish and Chips Inc,272,43.735967192242526,-79.21995221481933,foursquare,restaurant
17589,Sultan BBQ & Grill,280,43.735967192242526,-79.21995221481933,foursquare,restaurant
17590,Aragoz,288,43.735967192242526,-79.21995221481933,foursquare,restaurant
17591,Wingporium,370,43.735967192242526,-79.21995221481933,foursquare,restaurant
17592,Anjappar Chettinad Restaurant,832,43.735967192242526,-79.21995221481933,foursquare,restaurant
17593,McDonald's,789,43.735967192242526,-79.21995221481933,foursquare,restaurant
17594,McDonald's,900,43.735967192242526,-79.21995221481933,foursquare,restaurant
17595,Pizza Pizza,2625,43.735967192242526,-79.21995221481933,foursquare,restaurant
17596,Ital Vital Rastarant West Indian Vegan,530,43.7154661,-79.2876595,foursquare,restaurant
17597,Pizza Hut,563,43.7154661,-79.2876595,foursquare,restaurant
17598,Hung-Wang Foods Inc,577,43.7154661,-79.2876595,foursquare,restaurant
17599,Jumbo Hamburger,584,43.7154661,-79.2876595,foursquare,restaurant
17600,Hamish Kitchen Restaurant,761,43.7154661,-79.2876595,foursquare,restaurant
17601,Mr. Greek Express,880,43.7154661,-79.2876595,foursquare,restaurant
17602,Bakery on the Go,803,43.7154661,-79.2876595,foursquare,restaurant
17603,Cafe on the go,814,43.7154661,-79.2876595,foursquare,restaurant
17604,Subway,964,43.7154661,-79.2876595,foursquare,restaurant
17605,Cluck Clucks Chicken & Waffles,859,43.7154661,-79.2876595,foursquare,restaurant
17606,Mother India,261,43.64290439595669,-79.43746059447746,foursquare,restaurant
17607,Loga's Corner,297,43.64290439595669,-79.43746059447746,foursquare,restaurant
17608,Skyline Restaurant,287,43.64290439595669,-79.43746059447746,foursquare,restaurant
17609,Om Restaurant,286,43.64290439595669,-79.43746059447746,foursquare,restaurant
17610,Capital Espresso,315,43.64290439595669,-79.43746059447746,foursquare,restaurant
17611,Norling,306,43.64290439595669,-79.43746059447746,foursquare,restaurant
17612,Food & Liquor,505,43.64290439595669,-79.43746059447746,foursquare,restaurant
17613,Miss Thing's,466,43.64290439595669,-79.43746059447746,foursquare,restaurant
17614,Shangrila,485,43.64290439595669,-79.43746059447746,foursquare,restaurant
17615,Craig's Cookies,592,43.64290439595669,-79.43746059447746,foursquare,restaurant
17616,Subway,33,43.70688,-79.26850999999998,foursquare,restaurant
17617,Mama's Boys Burgers,203,43.70688,-79.26850999999998,foursquare,restaurant
17618,Zam Zam Tikka & Kabab,14,43.70688,-79.26850999999998,foursquare,restaurant
17619,Pizza Hut,40,43.70688,-79.26850999999998,foursquare,restaurant
17620,Bread King Bakeries Ltd,71,43.70688,-79.26850999999998,foursquare,restaurant
17621,Panda Wok,93,43.70688,-79.26850999999998,foursquare,restaurant
17622,Adi Biryani & Kabab House,93,43.70688,-79.26850999999998,foursquare,restaurant
17623,Pizza Pizza,171,43.70688,-79.26850999999998,foursquare,restaurant
17624,Honeycrust Pie Co Ltd & Portrait Cakes,242,43.70688,-79.26850999999998,foursquare,restaurant
17625,New Amma Takeout and Catering,309,43.70688,-79.26850999999998,foursquare,restaurant
17626,Kelseys Original Roadhouse,366,43.69735608087488,-79.28528711019695,foursquare,restaurant
17627,Addis Cafe & Donut,546,43.69735608087488,-79.28528711019695,foursquare,restaurant
17628,Dhaka Biryani House,620,43.69735608087488,-79.28528711019695,foursquare,restaurant
17629,Harvey's,812,43.69735608087488,-79.28528711019695,foursquare,restaurant
17630,Il Cucina,722,43.69735608087488,-79.28528711019695,foursquare,restaurant
17631,Sedaghat Restaurant,746,43.69735608087488,-79.28528711019695,foursquare,restaurant
17632,Adda,749,43.69735608087488,-79.28528711019695,foursquare,restaurant
17633,Wing Wing Restaurant,814,43.69735608087488,-79.28528711019695,foursquare,restaurant
17634,Bento Sushi,875,43.69735608087488,-79.28528711019695,foursquare,restaurant
17635,Domino's Pizza,875,43.69735608087488,-79.28528711019695,foursquare,restaurant
17636,Grazie Ristorante,40,43.70960859570095,-79.39915125005619,foursquare,restaurant
17637,La Vecchia Ristorante,62,43.70960859570095,-79.39915125005619,foursquare,restaurant
17638,Stock T.C,34,43.70960859570095,-79.39915125005619,foursquare,restaurant
17639,Pai Uptown,123,43.70960859570095,-79.39915125005619,foursquare,restaurant
17640,Star King Viet Thai Cuisine,125,43.70960859570095,-79.39915125005619,foursquare,restaurant
17641,Cibo Wine Bar,208,43.70960859570095,-79.39915125005619,foursquare,restaurant
17642,La Bohème Café Patisserie,230,43.70960859570095,-79.39915125005619,foursquare,restaurant
17643,Ritz Caribbean Foods,352,43.70960859570095,-79.39915125005619,foursquare,restaurant
17644,Fit For Life,313,43.70960859570095,-79.39915125005619,foursquare,restaurant
17645,Kinton Ramen,368,43.70960859570095,-79.39915125005619,foursquare,restaurant
17646,Mama's Boys Burgers,417,43.71176278859601,-79.27028152889692,foursquare,restaurant
17647,Pizza Pizza,433,43.71176278859601,-79.27028152889692,foursquare,restaurant
17648,New Amma Takeout and Catering,385,43.71176278859601,-79.27028152889692,foursquare,restaurant
17649,Subway,563,43.71176278859601,-79.27028152889692,foursquare,restaurant
17650,Panda Wok,467,43.71176278859601,-79.27028152889692,foursquare,restaurant
17651,Adi Biryani & Kabab House,478,43.71176278859601,-79.27028152889692,foursquare,restaurant
17652,Bread King Bakeries Ltd,494,43.71176278859601,-79.27028152889692,foursquare,restaurant
17653,Pizza Hut,571,43.71176278859601,-79.27028152889692,foursquare,restaurant
17654,Zam Zam Tikka & Kabab,571,43.71176278859601,-79.27028152889692,foursquare,restaurant
17655,Cafe on the go,741,43.71176278859601,-79.27028152889692,foursquare,restaurant
17656,Lahore Tikka House,23,43.671771,-79.324961,foursquare,restaurant
17657,Le Conciliabule,180,43.671771,-79.324961,foursquare,restaurant
17658,Tea N Bannock,216,43.671771,-79.324961,foursquare,restaurant
17659,Motimahal Restaurant Ltd,200,43.671771,-79.324961,foursquare,restaurant
17660,Maha's Fine Egyptian Cuisine,279,43.671771,-79.324961,foursquare,restaurant
17661,Udupi Palace,306,43.671771,-79.324961,foursquare,restaurant
17662,Lake Inez,351,43.671771,-79.324961,foursquare,restaurant
17663,Hakka Wow,234,43.671771,-79.324961,foursquare,restaurant
17664,Regency Restaurant Inc,203,43.671771,-79.324961,foursquare,restaurant
17665,Lahore Paan Center,233,43.671771,-79.324961,foursquare,restaurant
17666,Pizza Hut,27,43.7110442448186,-79.29127313845584,foursquare,restaurant
17667,Jumbo Hamburger,52,43.7110442448186,-79.29127313845584,foursquare,restaurant
17668,Gingerman Restaurant,496,43.7110442448186,-79.29127313845584,foursquare,restaurant
17669,Mexitaco,447,43.7110442448186,-79.29127313845584,foursquare,restaurant
17670,Subway,422,43.7110442448186,-79.29127313845584,foursquare,restaurant
17671,McDonald's,374,43.7110442448186,-79.29127313845584,foursquare,restaurant
17672,Ital Vital Rastarant West Indian Vegan,715,43.7110442448186,-79.29127313845584,foursquare,restaurant
17673,Victoria Amato,474,43.7110442448186,-79.29127313845584,foursquare,restaurant
17674,Viva Shawarma,475,43.7110442448186,-79.29127313845584,foursquare,restaurant
17675,Domino's Pizza,720,43.7110442448186,-79.29127313845584,foursquare,restaurant
17676,Tradition Fine Foods Ltd,162,43.703211200000005,-79.27871490000001,foursquare,restaurant
17677,Kelseys Original Roadhouse,573,43.703211200000005,-79.27871490000001,foursquare,restaurant
17678,Subway,882,43.703211200000005,-79.27871490000001,foursquare,restaurant
17679,Domino's Pizza,807,43.703211200000005,-79.27871490000001,foursquare,restaurant
17680,Pizza Hut,874,43.703211200000005,-79.27871490000001,foursquare,restaurant
17681,Cafe on the go,884,43.703211200000005,-79.27871490000001,foursquare,restaurant
17682,Adi Biryani & Kabab House,897,43.703211200000005,-79.27871490000001,foursquare,restaurant
17683,Bakery on the Go,897,43.703211200000005,-79.27871490000001,foursquare,restaurant
17684,Bread King Bakeries Ltd,908,43.703211200000005,-79.27871490000001,foursquare,restaurant
17685,Zam Zam Tikka & Kabab,923,43.703211200000005,-79.27871490000001,foursquare,restaurant
17686,Mexitaco by the Bluffs,230,43.712857799999995,-79.24870859999999,foursquare,restaurant
17687,Subway,364,43.712857799999995,-79.24870859999999,foursquare,restaurant
17688,Eggsmart,656,43.712857799999995,-79.24870859999999,foursquare,restaurant
17689,Ikki Sushi Japanese and Cuisine,734,43.712857799999995,-79.24870859999999,foursquare,restaurant
17690,KFC,553,43.712857799999995,-79.24870859999999,foursquare,restaurant
17691,Jatujak,554,43.712857799999995,-79.24870859999999,foursquare,restaurant
17692,Pizza Pizza,556,43.712857799999995,-79.24870859999999,foursquare,restaurant
17693,Duckworth's Fish & Chips Ltd,876,43.712857799999995,-79.24870859999999,foursquare,restaurant
17694,Little Bourbon House,652,43.712857799999995,-79.24870859999999,foursquare,restaurant
17695,Pizza Nova,685,43.712857799999995,-79.24870859999999,foursquare,restaurant
17696,Vi Pei Bistro - Bluffs,687,43.7323277855009,-79.22496619876934,foursquare,restaurant
17697,Vi Pei Bistro,662,43.7323277855009,-79.22496619876934,foursquare,restaurant
17698,Paradise Shawarma,683,43.7323277855009,-79.22496619876934,foursquare,restaurant
17699,Big Brothers Gourmet Pizza,695,43.7323277855009,-79.22496619876934,foursquare,restaurant
17700,Il Fresco,718,43.7323277855009,-79.22496619876934,foursquare,restaurant
17701,Popeye's Louisiana Kitchen,884,43.7323277855009,-79.22496619876934,foursquare,restaurant
17702,Turtle Pizza & Wings,829,43.7323277855009,-79.22496619876934,foursquare,restaurant
17703,Halibut House Fish and Chips Inc,842,43.7323277855009,-79.22496619876934,foursquare,restaurant
17704,Sultan BBQ & Grill,842,43.7323277855009,-79.22496619876934,foursquare,restaurant
17705,Aragoz,848,43.7323277855009,-79.22496619876934,foursquare,restaurant
17706,Morton's the Steakhouse,77,43.669821695059376,-79.39444614603269,foursquare,restaurant
17707,Yamato Japanese Restaurant,288,43.669821695059376,-79.39444614603269,foursquare,restaurant
17708,Trattoria Nervosa,301,43.669821695059376,-79.39444614603269,foursquare,restaurant
17709,Whole Hearth Bakery & Cafe,254,43.669821695059376,-79.39444614603269,foursquare,restaurant
17710,Paramount Fine Foods,380,43.669821695059376,-79.39444614603269,foursquare,restaurant
17711,Café Boulud,411,43.669821695059376,-79.39444614603269,foursquare,restaurant
17712,Joso's,574,43.669821695059376,-79.39444614603269,foursquare,restaurant
17713,MIMI Chinese,582,43.669821695059376,-79.39444614603269,foursquare,restaurant
17714,Okonomi House Restaurant,626,43.669821695059376,-79.39444614603269,foursquare,restaurant
17715,Balzac's Coffee,638,43.669821695059376,-79.39444614603269,foursquare,restaurant
17716,Grenadier Restaurant parking,132,43.645653,-79.464366,foursquare,restaurant
17717,Hannah's Cafe and Bistro,956,43.645653,-79.464366,foursquare,restaurant
17718,Black Oaks Cafe,677,43.645653,-79.464366,foursquare,restaurant
17719,Aztec's Mine,876,43.645653,-79.464366,foursquare,restaurant
17720,Pizza Hut,939,43.645653,-79.464366,foursquare,restaurant
17721,Mana Pool - Board Game Bistro,926,43.645653,-79.464366,foursquare,restaurant
17722,Brasa Peruvian Kitchen,4166,43.645653,-79.464366,foursquare,restaurant
17723,Black Oaks Cafe,278,43.649217,-79.465319,foursquare,restaurant
17724,Hannah's Cafe and Bistro,590,43.649217,-79.465319,foursquare,restaurant
17725,Grenadier Restaurant parking,422,43.649217,-79.465319,foursquare,restaurant
17726,Aztec's Mine,488,43.649217,-79.465319,foursquare,restaurant
17727,Bread & Roses Bakery Cafe,937,43.649217,-79.465319,foursquare,restaurant
17728,Cobs Bread,862,43.649217,-79.465319,foursquare,restaurant
17729,Lunch Box,754,43.649217,-79.465319,foursquare,restaurant
17730,Sushi Place,801,43.649217,-79.465319,foursquare,restaurant
17731,Subway,779,43.649217,-79.465319,foursquare,restaurant
17732,Hot Oven Bakery,929,43.649217,-79.465319,foursquare,restaurant
17733,Vi Pei Bistro - Bluffs,44,43.726901698216764,-79.22920396582664,foursquare,restaurant
17734,Paradise Shawarma,45,43.726901698216764,-79.22920396582664,foursquare,restaurant
17735,Il Fresco,116,43.726901698216764,-79.22920396582664,foursquare,restaurant
