,name,rating,review_count,distance,latitude,longitude,total,api,query
2639,North of Brooklyn Pizzeria,4.5,17,772.9399908413263,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2640,Bodega Henriette,4.0,73,885.7983023280225,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2641,Borrel,3.5,20,509.85765802291377,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2642,Our Spot,4.5,13,328.6956981564538,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2643,Rudy,3.5,25,519.0836717988421,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2644,La Vegan,5.0,4,282.3575548628722,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2645,Rendez-Vous,4.0,115,380.0719227164245,43.683378000000005,-79.32296099999999,82,yelp,restaurant
2646,The Butcher Chef,4.5,17,48.14375970307856,43.6425636,-79.3762,646,yelp,restaurant
2647,Amano Trattoria,4.5,28,628.9147982501024,43.6425636,-79.3762,646,yelp,restaurant
2648,Don Alfonso 1890,4.0,47,182.6532543464198,43.6425636,-79.3762,646,yelp,restaurant
2649,Mama Lee's Korean Kitchen,4.0,27,76.84952730068807,43.6425636,-79.3762,646,yelp,restaurant
2650,Miku,4.0,902,175.2071203746921,43.6425636,-79.3762,646,yelp,restaurant
2651,Library Bar,4.0,128,564.5725352527154,43.6425636,-79.3762,646,yelp,restaurant
2652,Steam Whistle Biergarten,4.5,38,754.9270554724676,43.6425636,-79.3762,646,yelp,restaurant
2653,KINKA IZAKAYA HARBOURFRONT,4.0,80,334.35028020728055,43.6425636,-79.3762,646,yelp,restaurant
2654,The Rabbit Hole,4.0,38,878.0664755075239,43.6425636,-79.3762,646,yelp,restaurant
2655,Alexandros,3.5,146,157.3905436193539,43.6425636,-79.3762,646,yelp,restaurant
2656,Taverna Mercatto,3.5,239,528.0140307898005,43.6425636,-79.3762,646,yelp,restaurant
2657,Evviva Breakfast & Lunch,4.0,387,581.320088290029,43.6425636,-79.3762,646,yelp,restaurant
2658,Impact Kitchen,4.5,21,315.86437335495805,43.6425636,-79.3762,646,yelp,restaurant
2659,Pearl Harbourfront Chinese Cuisine,3.5,310,464.9914498318441,43.6425636,-79.3762,646,yelp,restaurant
2660,The Miller Tavern,3.0,106,91.82169458671314,43.6425636,-79.3762,646,yelp,restaurant
2661,Richmond Station,4.5,908,1010.5096150043873,43.6425636,-79.3762,646,yelp,restaurant
2662,Shatter Abbas,4.5,34,573.7928152593798,43.6425636,-79.3762,646,yelp,restaurant
2663,Corks,4.0,27,342.38162524756916,43.6425636,-79.3762,646,yelp,restaurant
2664,My Roti Place,3.5,25,100.48651023478041,43.6425636,-79.3762,646,yelp,restaurant
2665,Chotto Matte,4.0,165,466.47134808275064,43.6425636,-79.3762,646,yelp,restaurant
2666,The Commoner,4.0,61,51.83586888650815,43.6521,-79.4486,137,yelp,restaurant
2667,Barque Smokehouse,4.0,524,462.73513740143073,43.6521,-79.4486,137,yelp,restaurant
2668,The Ace,4.0,196,664.964638770354,43.6521,-79.4486,137,yelp,restaurant
2669,Bacan,3.5,20,255.71312012325652,43.6521,-79.4486,137,yelp,restaurant
2670,La Cubana,3.5,231,243.00607797099642,43.6521,-79.4486,137,yelp,restaurant
2671,Bawara,4.5,12,626.6568962559016,43.6521,-79.4486,137,yelp,restaurant
2672,Musoshin Ramen,4.0,36,317.1406090778334,43.6521,-79.4486,137,yelp,restaurant
2673,Gold Standard,4.0,27,246.3129121395864,43.6521,-79.4486,137,yelp,restaurant
2674,Sugo,4.5,276,846.3109427225178,43.6521,-79.4486,137,yelp,restaurant
2675,Cafe Tibet Bar & Grill,4.5,22,245.47496221525412,43.6521,-79.4486,137,yelp,restaurant
2676,Cafe Pho Nho,3.5,80,78.74321967719825,43.6521,-79.4486,137,yelp,restaurant
2677,EAT BKK Thai Kitchen Roncy,4.0,8,227.38638996170533,43.6521,-79.4486,137,yelp,restaurant
2678,Thai Nyyom,4.5,23,565.1354932127235,43.6521,-79.4486,137,yelp,restaurant
2679,Konia,3.5,4,203.78050110773904,43.6521,-79.4486,137,yelp,restaurant
2680,Viaggio,4.0,30,807.097146078363,43.6521,-79.4486,137,yelp,restaurant
2681,Pizzeria Defina,4.0,151,388.59791364699606,43.6521,-79.4486,137,yelp,restaurant
2682,Café Polonez,4.5,289,775.4366151389512,43.6521,-79.4486,137,yelp,restaurant
2683,Inter Steer Tavern,3.5,26,277.2144239741663,43.6521,-79.4486,137,yelp,restaurant
2684,Ding-A-Wing,4.5,11,213.26978912361665,43.6521,-79.4486,137,yelp,restaurant
2685,Tacos Baby J,1.5,2,255.79915178433862,43.6521,-79.4486,137,yelp,restaurant
2686,Lao Lao Bar,4.5,51,473.19033043739864,43.669969,-79.38653199999999,419,yelp,restaurant
2687,Trattoria Nervosa,4.0,411,385.8770190789083,43.669969,-79.38653199999999,419,yelp,restaurant
2688,Pearl Yorkville,4.0,4,133.224068681863,43.669969,-79.38653199999999,419,yelp,restaurant
2689,The Bar Jokbal Night Market,4.0,5,263.97421719750986,43.669969,-79.38653199999999,419,yelp,restaurant
2690,Mogouyan Hand-Pulled Noodles,4.0,93,56.1210793175397,43.669969,-79.38653199999999,419,yelp,restaurant
2691,Okonomi House Restaurant,4.0,320,190.60075427785875,43.669969,-79.38653199999999,419,yelp,restaurant
2692,Public School,4.0,10,185.6756139577081,43.669969,-79.38653199999999,419,yelp,restaurant
2693,Clay Restaurant,4.0,22,571.9279764840252,43.669969,-79.38653199999999,419,yelp,restaurant
2694,Yuzuki,4.5,43,256.08913411988675,43.669969,-79.38653199999999,419,yelp,restaurant
2695,156 Cumberland,4.5,24,545.2698933782452,43.669969,-79.38653199999999,419,yelp,restaurant
2696,More Natas Please,4.0,11,52.284491239753,43.669969,-79.38653199999999,419,yelp,restaurant
2697,Cafe Landwer - Yonge & Bloor,4.0,78,89.35738488999749,43.669969,-79.38653199999999,419,yelp,restaurant
2698,Eataly Toronto,3.5,296,186.2015509468195,43.669969,-79.38653199999999,419,yelp,restaurant
2699,Tokyo Kitchen,4.0,169,150.0086767436988,43.669969,-79.38653199999999,419,yelp,restaurant
2700,Sang-Ji Fried Bao,4.5,13,166.66238845116084,43.669969,-79.38653199999999,419,yelp,restaurant
2701,Skylight Rooftop Bar,4.0,14,186.57435991534308,43.669969,-79.38653199999999,419,yelp,restaurant
2702,The Oxley,4.0,184,531.1270986321605,43.669969,-79.38653199999999,419,yelp,restaurant
2703,PLANTA Yorkville,4.0,508,236.61015449742672,43.669969,-79.38653199999999,419,yelp,restaurant
2704,Miss Fu In Chengdu,4.0,8,290.0319555800342,43.669969,-79.38653199999999,419,yelp,restaurant
2705,The MoMo House,4.0,27,294.27998884826826,43.669969,-79.38653199999999,419,yelp,restaurant
2706,LOCAL Public Eatery - Liberty Village,4.0,308,761.1954406507288,43.633472999999995,-79.425679,123,yelp,restaurant
2707,Chiang Mai,4.5,74,837.4345274101098,43.633472999999995,-79.425679,123,yelp,restaurant
2708,Mildred's Temple Kitchen,4.0,1039,831.461223286883,43.633472999999995,-79.425679,123,yelp,restaurant
2709,School Restaurant,3.5,644,491.372059836153,43.633472999999995,-79.425679,123,yelp,restaurant
2710,Toronto Star Food Building,4.0,3,452.2263554355135,43.633472999999995,-79.425679,123,yelp,restaurant
2711,Medieval Times Toronto,4.0,208,44.923285868866635,43.633472999999995,-79.425679,123,yelp,restaurant
2712,OEB Breakfast Co.,4.5,131,928.9002585149249,43.633472999999995,-79.425679,123,yelp,restaurant
2713,The Craft Brasserie & Grille,3.5,179,767.0695572285572,43.633472999999995,-79.425679,123,yelp,restaurant
2714,Acqua Dolce,3.5,13,369.79235187470704,43.633472999999995,-79.425679,123,yelp,restaurant
2715,Levetto,4.0,243,964.1769673898847,43.633472999999995,-79.425679,123,yelp,restaurant
2716,Caffino Ristorante,4.0,104,633.8249019232778,43.633472999999995,-79.425679,123,yelp,restaurant
2717,Nodo Liberty,4.0,13,893.1974202200121,43.633472999999995,-79.425679,123,yelp,restaurant
2718,Philippine Deli,5.0,1,287.77942175411084,43.633472999999995,-79.425679,123,yelp,restaurant
2719,Aloette,4.0,12,796.0967657296126,43.633472999999995,-79.425679,123,yelp,restaurant
2720,Burger Drops,4.5,83,757.8596260505223,43.633472999999995,-79.425679,123,yelp,restaurant
2721,Merci Mon Ami,4.0,36,796.0967657296126,43.633472999999995,-79.425679,123,yelp,restaurant
2722,Ultramen,3.5,23,803.8839482832833,43.633472999999995,-79.425679,123,yelp,restaurant
2723,Daol Korean Restaurant,5.0,8,1084.9361578565627,43.633472999999995,-79.425679,123,yelp,restaurant
2724,The Original's Dining Lounge,5.0,5,975.9731228379001,43.633472999999995,-79.425679,123,yelp,restaurant
2725,Nuna Kitchen & Bar,4.5,23,1001.3813142766097,43.633472999999995,-79.425679,123,yelp,restaurant
2726,LOCAL Public Eatery - Liberty Village,4.0,308,917.7718256765011,43.630254,-79.420317,58,yelp,restaurant
2727,Chiang Mai,4.5,74,907.6733712371754,43.630254,-79.420317,58,yelp,restaurant
2728,Maxx's Kitchen,3.5,9,754.2739039314472,43.630254,-79.420317,58,yelp,restaurant
2729,Toronto Star Food Building,4.0,3,223.64716417497212,43.630254,-79.420317,58,yelp,restaurant
2730,Acqua Dolce,3.5,13,210.76254947958063,43.630254,-79.420317,58,yelp,restaurant
2731,Valerie,3.0,5,754.2739039314472,43.630254,-79.420317,58,yelp,restaurant
2732,OEB Breakfast Co.,4.5,131,958.3022254915645,43.630254,-79.420317,58,yelp,restaurant
2733,Vista Eatery,4.0,3,671.9929320541772,43.630254,-79.420317,58,yelp,restaurant
2734,Philippine Deli,5.0,1,307.31304939705825,43.630254,-79.420317,58,yelp,restaurant
2735,Nodo Liberty,4.0,13,1002.9586937667597,43.630254,-79.420317,58,yelp,restaurant
2736,Mel's Real Good Pizza,4.5,3,440.7582533904524,43.630254,-79.420317,58,yelp,restaurant
2737,School Restaurant,3.5,644,898.9693044794395,43.630254,-79.420317,58,yelp,restaurant
2738,Aloette,4.0,12,892.0083626842867,43.630254,-79.420317,58,yelp,restaurant
2739,Merci Mon Ami,4.0,36,892.0083626842867,43.630254,-79.420317,58,yelp,restaurant
2740,Roses Cocina,3.0,13,776.4563673527895,43.630254,-79.420317,58,yelp,restaurant
2741,Liberty Soho,3.5,11,955.7058670907363,43.630254,-79.420317,58,yelp,restaurant
2742,Caffino Ristorante,4.0,104,1074.2316042293648,43.630254,-79.420317,58,yelp,restaurant
2743,Medieval Times Toronto,4.0,208,531.3473767092206,43.630254,-79.420317,58,yelp,restaurant
2744,Acqua Supper Club,0.0,0,210.76254947958063,43.630254,-79.420317,58,yelp,restaurant
2745,San Francesco Foods - CNE,4.0,4,702.144482337341,43.630254,-79.420317,58,yelp,restaurant
2746,La Bella Managua,4.5,256,153.7324373025813,43.662403000000005,-79.423098,319,yelp,restaurant
2747,Chantecler,4.5,2,85.53761646681944,43.662403000000005,-79.423098,319,yelp,restaurant
2748,Paldo Gangsan,4.5,85,482.5667069513105,43.662403000000005,-79.423098,319,yelp,restaurant
2749,Mapo Pocha Soju Bar,5.0,3,541.4226112802764,43.662403000000005,-79.423098,319,yelp,restaurant
2750,Northwood,4.0,122,81.81381147557417,43.662403000000005,-79.423098,319,yelp,restaurant
2751,Levant,4.5,31,261.7999073048666,43.662403000000005,-79.423098,319,yelp,restaurant
2752,Jin Dal Lae,4.5,116,667.1743718537053,43.662403000000005,-79.423098,319,yelp,restaurant
2753,Laziza,4.5,44,436.74664010887517,43.662403000000005,-79.423098,319,yelp,restaurant
2754,Little Sito,4.0,39,64.33673978403631,43.662403000000005,-79.423098,319,yelp,restaurant
2755,Daldongnae Korean BBQ - Christie,4.5,92,632.1675686588866,43.662403000000005,-79.423098,319,yelp,restaurant
2756,Terrazza,4.0,50,378.1026120554042,43.662403000000005,-79.423098,319,yelp,restaurant
2757,Riki Sushi,3.5,24,18.28712345159601,43.662403000000005,-79.423098,319,yelp,restaurant
2758,Selam Restaurant & Lounge,4.5,74,51.02810293298425,43.662403000000005,-79.423098,319,yelp,restaurant
2759,Lalibela Ethiopian Restaurant,3.5,164,143.6746381390757,43.662403000000005,-79.423098,319,yelp,restaurant
2760,Morellina’s,5.0,10,593.772976529412,43.662403000000005,-79.423098,319,yelp,restaurant
2761,Kiss My Pans,4.5,15,1143.7590625345888,43.662403000000005,-79.423098,319,yelp,restaurant
2762,Five Points Hot Chicken,3.5,20,49.39398169201074,43.662403000000005,-79.423098,319,yelp,restaurant
2763,Yummy Korean Food Restaurant,4.0,276,769.056994274804,43.662403000000005,-79.423098,319,yelp,restaurant
2764,Varsity,4.5,8,286.93064166485794,43.662403000000005,-79.423098,319,yelp,restaurant
2765,Madras Masala,4.0,161,125.39531648921408,43.662403000000005,-79.423098,319,yelp,restaurant
2766,Bar Isabel,4.0,469,418.6142321243327,43.656945,-79.424911,370,yelp,restaurant
2767,La Bella Managua,4.5,256,595.5840160887674,43.656945,-79.424911,370,yelp,restaurant
2768,Gonzo Izakaya,4.5,22,378.3838816387104,43.656945,-79.424911,370,yelp,restaurant
2769,Milou,4.0,27,870.1737190724599,43.656945,-79.424911,370,yelp,restaurant
2770,Giulietta,4.0,137,441.995102070162,43.656945,-79.424911,370,yelp,restaurant
2771,Hanmoto,4.0,233,827.9731570235217,43.656945,-79.424911,370,yelp,restaurant
2772,Terrazza,4.0,50,314.0895973921892,43.656945,-79.424911,370,yelp,restaurant
2773,La Chingada,4.5,61,827.1745978394314,43.656945,-79.424911,370,yelp,restaurant
2774,QueenBee,4.5,9,631.3972387538354,43.656945,-79.424911,370,yelp,restaurant
2775,Levant,4.5,31,537.383476908119,43.656945,-79.424911,370,yelp,restaurant
2776,Oroshi Fish Co,4.5,20,422.3796558597442,43.656945,-79.424911,370,yelp,restaurant
2777,Laziza,4.5,44,579.8322219479319,43.656945,-79.424911,370,yelp,restaurant
2778,Vos Restaurante Argentino,4.0,38,334.2593380125309,43.656945,-79.424911,370,yelp,restaurant
2779,Chantecler,4.5,2,693.4536842309788,43.656945,-79.424911,370,yelp,restaurant
2780,Kiss My Pans,4.5,15,991.9585343053094,43.656945,-79.424911,370,yelp,restaurant
2781,The Federal,4.0,175,910.4304220560715,43.656945,-79.424911,370,yelp,restaurant
2782,Starving Artist,3.5,121,350.93399170651963,43.656945,-79.424911,370,yelp,restaurant
2783,The Opium Bar,4.5,20,847.480559299607,43.656945,-79.424911,370,yelp,restaurant
2784,Imanishi Japanese Kitchen,4.0,107,818.5851812755758,43.656945,-79.424911,370,yelp,restaurant
2785,Thairoom College,4.5,3,551.6035432949094,43.656945,-79.424911,370,yelp,restaurant
2786,Tacos Moras,5.0,5,195.8135597452764,43.6817346,-79.4184725,96,yelp,restaurant
2787,Nodo Restaurant,4.5,65,914.3822274623175,43.6817346,-79.4184725,96,yelp,restaurant
2788,Kiyo,4.5,36,148.80771602714356,43.6817346,-79.4184725,96,yelp,restaurant
2789,Aviv Immigrant Kitchen,4.5,22,862.0158188757015,43.6817346,-79.4184725,96,yelp,restaurant
2790,Queen of Persia,4.5,52,559.5432018029261,43.6817346,-79.4184725,96,yelp,restaurant
2791,Pita and Hummus,4.5,11,173.26172467717706,43.6817346,-79.4184725,96,yelp,restaurant
2792,FK,4.5,54,830.8698867488467,43.6817346,-79.4184725,96,yelp,restaurant
2793,The Rushton,3.5,104,732.331351066124,43.6817346,-79.4184725,96,yelp,restaurant
2794,Albert's Real Jamaican Foods,3.5,110,223.4660907676526,43.6817346,-79.4184725,96,yelp,restaurant
2795,Thai Noodle,3.5,57,139.8236343171343,43.6817346,-79.4184725,96,yelp,restaurant
2796,Sea Witch Fish and Chips,4.0,136,444.6938300791791,43.6817346,-79.4184725,96,yelp,restaurant
2797,Emma's Country Kitchen,4.0,442,960.1063477870856,43.6817346,-79.4184725,96,yelp,restaurant
2798,Mezzetta Restaurant & Tapas Bar,3.5,57,552.1244218898319,43.6817346,-79.4184725,96,yelp,restaurant
2799,Moong Japanese Fusion Restaurant,3.5,43,221.23362785087784,43.6817346,-79.4184725,96,yelp,restaurant
2800,Pizza Banfi,4.0,36,861.5056649613517,43.6817346,-79.4184725,96,yelp,restaurant
2801,Chadwick's,4.0,222,1056.1205337571023,43.6817346,-79.4184725,96,yelp,restaurant
2802,Kababana,4.0,4,173.26172467717706,43.6817346,-79.4184725,96,yelp,restaurant
2803,Just Another Burger Spot,5.0,8,432.65775279506965,43.6817346,-79.4184725,96,yelp,restaurant
2804,BlueBlood Steakhouse,3.5,165,834.3819610553473,43.6817346,-79.4184725,96,yelp,restaurant
2805,Chinese Dumplings,3.5,56,464.0399661103034,43.6817346,-79.4184725,96,yelp,restaurant
2806,Tacos Moras,5.0,5,179.2848978557462,43.683296,-79.418734,90,yelp,restaurant
2807,Nodo Restaurant,4.5,65,925.35920522367,43.683296,-79.418734,90,yelp,restaurant
2808,Kiyo,4.5,36,317.695757343461,43.683296,-79.418734,90,yelp,restaurant
2809,Queen of Persia,4.5,52,556.9662153280793,43.683296,-79.418734,90,yelp,restaurant
2810,Aviv Immigrant Kitchen,4.5,22,880.2058132722492,43.683296,-79.418734,90,yelp,restaurant
2811,FK,4.5,54,837.3026849285279,43.683296,-79.418734,90,yelp,restaurant
2812,Pita and Hummus,4.5,11,151.48566474280543,43.683296,-79.418734,90,yelp,restaurant
2813,The Rushton,3.5,104,738.6320634628524,43.683296,-79.418734,90,yelp,restaurant
2814,Albert's Real Jamaican Foods,3.5,110,169.78203930453498,43.683296,-79.418734,90,yelp,restaurant
2815,Thai Noodle,3.5,57,149.1483364927823,43.683296,-79.418734,90,yelp,restaurant
2816,Sea Witch Fish and Chips,4.0,136,437.13275849665735,43.683296,-79.418734,90,yelp,restaurant
2817,Pizza Banfi,4.0,36,729.3004064968447,43.683296,-79.418734,90,yelp,restaurant
2818,Emma's Country Kitchen,4.0,442,971.9602707810233,43.683296,-79.418734,90,yelp,restaurant
2819,Mezzetta Restaurant & Tapas Bar,3.5,57,565.1764875983251,43.683296,-79.418734,90,yelp,restaurant
2820,Moong Japanese Fusion Restaurant,3.5,43,184.96563314941068,43.683296,-79.418734,90,yelp,restaurant
2821,Pizza Del Arte,3.5,23,42.835814846759774,43.683296,-79.418734,90,yelp,restaurant
2822,Kababana,4.0,4,151.48566474280543,43.683296,-79.418734,90,yelp,restaurant
2823,Just Another Burger Spot,5.0,8,423.8019019077873,43.683296,-79.418734,90,yelp,restaurant
2824,Chinese Dumplings,3.5,56,471.23779987555037,43.683296,-79.418734,90,yelp,restaurant
2825,BlueBlood Steakhouse,3.5,165,948.7181288733082,43.683296,-79.418734,90,yelp,restaurant
2826,ViVetha Bistro,4.0,87,57.49196413649185,43.673831,-79.28145500000001,44,yelp,restaurant
2827,Xola Mexican Food,4.0,88,554.0050117002534,43.673831,-79.28145500000001,44,yelp,restaurant
2828,The Bulging Burger,4.5,39,183.7163501838564,43.673831,-79.28145500000001,44,yelp,restaurant
2829,Kyouka Ramen,4.5,141,552.056776021704,43.673831,-79.28145500000001,44,yelp,restaurant
2830,The Beech Tree,4.0,54,941.4645194375963,43.673831,-79.28145500000001,44,yelp,restaurant
2831,The Porch Light,4.0,28,867.0960419106493,43.673831,-79.28145500000001,44,yelp,restaurant
2832,Tandoori Curry House,4.0,15,186.3477263338015,43.673831,-79.28145500000001,44,yelp,restaurant
2833,The Green Dragon,4.0,34,838.0316987786481,43.673831,-79.28145500000001,44,yelp,restaurant
2834,Genji Sushi,4.5,32,446.6512243744595,43.673831,-79.28145500000001,44,yelp,restaurant
2835,Amma Momo House,2.5,3,109.9965241179496,43.673831,-79.28145500000001,44,yelp,restaurant
2836,Beacher Cafe,3.5,77,820.7078084170031,43.673831,-79.28145500000001,44,yelp,restaurant
2837,Lighthouse 971,3.0,9,863.4612833515484,43.673831,-79.28145500000001,44,yelp,restaurant
2838,Bagels On Fire,4.0,90,438.3302982720177,43.673831,-79.28145500000001,44,yelp,restaurant
2839,Outrigger,3.0,75,514.5206124423355,43.673831,-79.28145500000001,44,yelp,restaurant
2840,Garden Gate Restaurant,3.5,58,496.830475355756,43.673831,-79.28145500000001,44,yelp,restaurant
2841,955 Chinese Food,3.0,13,432.47999371606784,43.673831,-79.28145500000001,44,yelp,restaurant
2842,No Bull Burgers,4.0,107,805.0069768820188,43.673831,-79.28145500000001,44,yelp,restaurant
2843,Delhi Bistro,4.0,38,584.5196951827326,43.673831,-79.28145500000001,44,yelp,restaurant
2844,The Haven Low-Carb Cafe,5.0,5,416.5542735613067,43.673831,-79.28145500000001,44,yelp,restaurant
2845,Pattylicious,5.0,6,794.8755328881756,43.673831,-79.28145500000001,44,yelp,restaurant
2846,Tiflisi,4.5,29,389.047803529646,43.666325,-79.3014,54,yelp,restaurant
2847,Limon,4.5,44,414.8180348674226,43.666325,-79.3014,54,yelp,restaurant
2848,Mira Mira,4.0,36,353.5955825347665,43.666325,-79.3014,54,yelp,restaurant
2849,Breakwall BBQ,4.0,63,416.3064925086732,43.666325,-79.3014,54,yelp,restaurant
2850,Delina Restaurant,4.5,56,405.9852593018817,43.666325,-79.3014,54,yelp,restaurant
2851,La Sala Restaurant,4.0,46,385.55024099934366,43.666325,-79.3014,54,yelp,restaurant
2852,Green Eggplant Restaurant,4.0,86,510.2383962233816,43.666325,-79.3014,54,yelp,restaurant
2853,Sauvignon Bistro,4.0,42,515.862569715898,43.666325,-79.3014,54,yelp,restaurant
2854,Torisho,4.0,3,386.67319002063505,43.666325,-79.3014,54,yelp,restaurant
2855,Beach Club,3.0,19,806.8439468991184,43.666325,-79.3014,54,yelp,restaurant
2856,Otherside Pizza,4.0,7,357.5503997546926,43.666325,-79.3014,54,yelp,restaurant
2857,Chowpatty Culture,5.0,1,395.4835163725893,43.666325,-79.3014,54,yelp,restaurant
2858,La Sirena,5.0,3,398.3668016667742,43.666325,-79.3014,54,yelp,restaurant
2859,Mira Mira,5.0,1,353.5955825347665,43.666325,-79.3014,54,yelp,restaurant
2860,Isabella's Mochi Donut Boutique,4.0,135,598.4979241938636,43.666325,-79.3014,54,yelp,restaurant
2861,Gabby's - Beaches,3.5,11,639.6569216208795,43.666325,-79.3014,54,yelp,restaurant
2862,Yumei Sushi,4.0,92,736.6041104367997,43.666325,-79.3014,54,yelp,restaurant
2863,Beacher Cafe,3.5,77,1026.3233262100528,43.666325,-79.3014,54,yelp,restaurant
2864,Friends Burgers,4.0,5,397.9453333147012,43.666325,-79.3014,54,yelp,restaurant
2865,Oyabong Sushi,5.0,2,407.47703049343,43.666325,-79.3014,54,yelp,restaurant
2866,Milou,4.0,27,386.15997562211743,43.651145,-79.423742,321,yelp,restaurant
2867,La Chingada,4.5,61,184.16516739575047,43.651145,-79.423742,321,yelp,restaurant
2868,Hanmoto,4.0,233,178.25470342634057,43.651145,-79.423742,321,yelp,restaurant
2869,The Opium Bar,4.5,20,283.42740369088114,43.651145,-79.423742,321,yelp,restaurant
2870,Season Six,4.5,10,383.2080041707125,43.651145,-79.423742,321,yelp,restaurant
2871,Imanishi Japanese Kitchen,4.0,107,278.2139554954547,43.651145,-79.423742,321,yelp,restaurant
2872,Bar Isabel,4.0,469,456.1813304608058,43.651145,-79.423742,321,yelp,restaurant
2873,Gonzo Izakaya,4.5,22,373.77475377306934,43.651145,-79.423742,321,yelp,restaurant
2874,Enoteca Sociale,4.0,321,226.43777136791925,43.651145,-79.423742,321,yelp,restaurant
2875,The Federal,4.0,175,541.405146244864,43.651145,-79.423742,321,yelp,restaurant
2876,The Shozan Room,4.0,24,441.125349918405,43.651145,-79.423742,321,yelp,restaurant
2877,Oddseoul,4.0,330,638.32342782781,43.651145,-79.423742,321,yelp,restaurant
2878,Hawk & Chick,4.5,24,491.6784085319056,43.651145,-79.423742,321,yelp,restaurant
2879,Founder,4.0,27,219.13082714207613,43.651145,-79.423742,321,yelp,restaurant
2880,Antler Kitchen & Bar,4.5,289,573.9775102175178,43.651145,-79.423742,321,yelp,restaurant
2881,La Banane,4.5,157,360.7548255683286,43.651145,-79.423742,321,yelp,restaurant
2882,Giulietta,4.0,137,409.44728125672606,43.651145,-79.423742,321,yelp,restaurant
2883,Favorites,4.0,41,512.1020605912911,43.651145,-79.423742,321,yelp,restaurant
2884,Mahjong Bar,3.5,48,207.7070506061265,43.651145,-79.423742,321,yelp,restaurant
2885,Azhar,4.5,16,625.39315663129,43.651145,-79.423742,321,yelp,restaurant
2886,Rikki Tikki,5.0,27,260.99359858314904,43.654905,-79.398448,877,yelp,restaurant
2887,Yuugi Izakaya,4.5,83,382.1264072360776,43.654905,-79.398448,877,yelp,restaurant
2888,Seven Lives Tacos y Mariscos,4.5,1484,197.02484500691074,43.654905,-79.398448,877,yelp,restaurant
2889,Aloette,4.5,305,733.4924055431311,43.654905,-79.398448,877,yelp,restaurant
2890,Juicy Dumpling,4.5,637,278.82909847772106,43.654905,-79.398448,877,yelp,restaurant
2891,Wok Theory,4.5,6,236.23846385352152,43.654905,-79.398448,877,yelp,restaurant
2892,Yeah Yeah Thai,4.0,28,85.27663648111904,43.654905,-79.398448,877,yelp,restaurant
2893,Hong Kong Bistro Cafe,4.0,118,206.52829486514628,43.654905,-79.398448,877,yelp,restaurant
2894,Saigon Lotus,4.5,219,86.47451930607781,43.654905,-79.398448,877,yelp,restaurant
2895,Pai Northern Thai Kitchen,4.5,3503,1108.8822153045464,43.654905,-79.398448,877,yelp,restaurant
2896,Kung Fu Beef Chinese BBQ 真牛中式烤肉,4.5,13,216.1089788442575,43.654905,-79.398448,877,yelp,restaurant
2897,Holy Cow Japanese Steakhouse,4.5,163,780.0415487996175,43.654905,-79.398448,877,yelp,restaurant
2898,Ohiru Cafe,4.5,36,566.7690758000517,43.654905,-79.398448,877,yelp,restaurant
2899,Soya Mandarin Kitchen,4.0,38,428.8648474264471,43.654905,-79.398448,877,yelp,restaurant
2900,Grey Gardens,4.5,129,272.58054342527396,43.654905,-79.398448,877,yelp,restaurant
2901,Good Brothers BBQ,4.5,9,201.53401239286055,43.654905,-79.398448,877,yelp,restaurant
2902,Papa Spicy,3.5,34,20.538112526856274,43.654905,-79.398448,877,yelp,restaurant
2903,Swatow Restaurant,4.0,459,119.75786377789949,43.654905,-79.398448,877,yelp,restaurant
2904,The Cottage Cheese,4.5,22,384.5224007255722,43.654905,-79.398448,877,yelp,restaurant
2905,Hawker,5.0,39,362.08094913700114,43.654905,-79.398448,877,yelp,restaurant
2906,Cafe Oro Di Napoli,4.5,102,223.73937969227669,43.651118,-79.369411,621,yelp,restaurant
2907,Amano Trattoria,4.5,28,484.1104762976768,43.651118,-79.369411,621,yelp,restaurant
2908,Pearl Diver,4.0,632,354.32636709305416,43.651118,-79.369411,621,yelp,restaurant
2909,The Rabbit Hole,4.0,38,833.5530456804725,43.651118,-79.369411,621,yelp,restaurant
2910,Richmond Station,4.5,908,794.9233769341116,43.651118,-79.369411,621,yelp,restaurant
2911,Beerbistro,4.0,682,639.0306484247897,43.651118,-79.369411,621,yelp,restaurant
2912,SeoulChild,5.0,1,341.56535296517467,43.651118,-79.369411,621,yelp,restaurant
2913,Motorino Citta,4.0,14,303.6937540172727,43.651118,-79.369411,621,yelp,restaurant
2914,Ardo Restaurant,4.0,110,76.27333329644722,43.651118,-79.369411,621,yelp,restaurant
2915,Piano Piano,4.0,30,487.1504151386929,43.651118,-79.369411,621,yelp,restaurant
2916,Fusaro's,4.0,92,255.58248345274865,43.651118,-79.369411,621,yelp,restaurant
2917,Katsuya,4.5,503,1241.0422005158814,43.651118,-79.369411,621,yelp,restaurant
2918,Carisma,4.0,201,529.7886805149685,43.651118,-79.369411,621,yelp,restaurant
2919,Dukes Refresher,4.0,13,400.81298135560263,43.651118,-79.369411,621,yelp,restaurant
